11109.653,0,0,0,0,4839.309,0,0,0,0,6978.600,0,0,0,0,6013.312,0,0,0,0,9285.255,0,0,0,0,9338.806,0,0,0,0,2612.003,0,0,0,0,6547.019,0,0,0,0,8818.612,0,0,0,0,4905.037,0,0,0,0,6273.917,0,0,0,0,2980.056,0,0,0,0,4971.910,0,0,0,0
2020.149,11109.653,0,0,0,11073.727,11109.653,0,0,0,3959.752,7124.209,0,0,0,2726.963,7369.813,0,0,0,9285.255,10835.049,0,0,0,9338.806,13788.681,0,0,0,2612.003,4839.309,0,0,0,6547.019,6978.600,0,0,0,8818.612,9841.322,0,0,0,4905.037,4905.037,0,0,0,6013.312,6273.917,0,0,0,2980.056,9336.133,0,0,0,4971.910,13369.737,0,0,0
2020.149,11109.653,0,0,0,2612.003,11109.653,11109.653,0,0,3420.335,7124.209,10667.545,0,0,2726.963,7369.813,7929.881,0,0,8310.135,9285.255,10835.049,0,0,8036.440,9338.806,13788.681,0,0,4839.309,11073.727,11073.727,0,0,6328.124,6547.019,6978.600,0,0,5030.469,8818.612,9841.322,0,0,3959.752,4905.037,4905.037,0,0,5093.820,6013.312,6273.917,0,0,2980.056,4088.335,9336.133,0,0,4971.910,8806.805,13369.737,0,0
2020.149,11109.653,0,0,0,2355.258,2612.003,11109.653,11109.653,0,2776.168,3420.335,7124.209,10667.545,0,2726.963,7369.813,7929.881,11109.653,0,8310.135,9285.255,10835.049,12886.064,0,8036.440,9338.806,11738.378,13788.681,0,4839.309,11073.727,11073.727,15073.371,0,6328.124,6547.019,6978.600,8164.414,0,5030.469,7046.614,8818.612,9841.322,0,3959.752,4905.037,4905.037,7124.209,0,5093.820,6013.312,6273.917,7932.916,0,2980.056,4088.335,7928.979,9336.133,0,3964.506,4971.910,8806.805,13369.737,0
2020.149,11109.653,0,0,0,2355.258,2612.003,10454.261,11109.653,11109.653,2776.168,3420.335,7124.209,10667.545,11384.943,2726.963,7369.813,7929.881,8627.320,11109.653,8261.632,8310.135,9285.255,10835.049,12886.064,8036.440,9338.806,9552.459,11738.378,13788.681,4839.309,10611.792,11073.727,11073.727,15073.371,6328.124,6547.019,6978.600,8164.414,12137.590,3089.019,5030.469,7046.614,8818.612,9841.322,3959.752,4905.037,4905.037,7124.209,10940.749,5093.820,6013.312,6273.917,7811.804,7932.916,2980.056,4088.335,7928.979,9336.133,11253.075,3964.506,4971.910,8806.805,12925.756,13369.737
1633.709,2020.149,11109.653,0,0,2355.258,2612.003,4733.578,10454.261,11109.653,2482.992,2776.168,3420.335,7124.209,10667.545,2020.149,7369.813,7929.881,8627.320,9155.076,7058.374,8261.632,8310.135,9285.255,10835.049,6421.436,8036.440,9338.806,9552.459,11738.378,4839.309,10611.792,11073.727,11073.727,12750.106,5678.553,6328.124,6547.019,6978.600,8164.414,3089.019,5030.469,7046.614,8818.612,9585.480,3420.335,3959.752,4905.037,4905.037,7124.209,5093.820,6013.312,6273.917,7811.804,7932.916,2980.056,4088.335,7928.979,8211.539,9336.133,2726.963,3964.506,4971.910,8806.805,12925.756
1629.208,1633.709,2020.149,11109.653,0,2355.258,2612.003,2793.880,4733.578,10454.261,1633.709,2776.168,3420.335,5359.070,7124.209,2020.149,7369.813,7929.881,8627.320,9155.076,7058.374,8261.632,8310.135,9216.064,9285.255,6421.436,8036.440,9338.806,9552.459,9552.459,4839.309,8045.117,10611.792,11073.727,11073.727,2482.992,5678.553,6328.124,6547.019,6978.600,3089.019,5030.469,7046.614,8818.612,9585.480,3420.335,3959.752,4452.848,4905.037,4905.037,5093.820,6013.312,6273.917,7811.804,7932.916,2980.056,3290.179,4088.335,7928.979,8211.539,2726.963,3964.506,4907.481,4971.910,8806.805
1629.208,1633.709,2020.149,11109.653,0,2355.258,2612.003,2793.880,4733.578,10454.261,1633.709,2776.168,3420.335,5359.070,7124.209,2020.149,5030.865,7369.813,7929.881,8627.320,7058.374,8261.632,8310.135,9216.064,9285.255,6421.436,8036.440,8145.982,9338.806,9552.459,4839.309,8045.117,9237.965,10611.792,11073.727,2482.992,5678.553,6328.124,6547.019,6978.600,3089.019,5030.469,5448.225,7046.614,8818.612,3420.335,3959.752,4452.848,4905.037,4905.037,5093.820,6013.312,6273.917,7459.156,7811.804,2980.056,3290.179,4088.335,7428.328,7928.979,2726.963,3964.506,4907.481,4971.910,8806.805
1629.208,1633.709,2020.149,11109.653,0,2355.258,2612.003,2793.880,3871.151,4733.578,1633.709,2776.168,3420.335,4872.484,5359.070,2020.149,5030.865,7369.813,7929.881,8627.320,7058.374,8261.632,8310.135,9216.064,9285.255,5599.728,6421.436,8036.440,8145.982,9338.806,4839.309,7330.428,8045.117,9237.965,10611.792,2482.992,4018.805,5678.553,6328.124,6547.019,3089.019,5030.469,5448.225,5886.875,7046.614,3420.335,3959.752,4452.848,4867.156,4905.037,2461.590,5093.820,6013.312,6273.917,7459.156,2980.056,3290.179,4088.335,7428.328,7928.979,2726.963,3964.506,4907.481,4971.910,8806.805
1629.208,1633.709,2020.149,11109.653,0,2355.258,2612.003,2793.880,3871.151,4733.578,1633.709,2776.168,3420.335,4872.484,5359.070,2020.149,5030.865,6163.402,7369.813,7929.881,7058.374,8261.632,8310.135,9216.064,9285.255,4026.215,5599.728,6421.436,8036.440,8145.982,4839.309,6250.248,7330.428,8045.117,9237.965,2482.992,4018.805,5678.553,6328.124,6547.019,2847.463,3089.019,5030.469,5448.225,5886.875,3420.335,3732.771,3959.752,4452.848,4867.156,2461.590,5093.820,6013.312,6273.917,7062.491,2980.056,3290.179,4088.335,7428.328,7928.979,2726.963,3964.506,4907.481,4971.910,8806.805
