3641.818,0,0,0,0,3154.872,0,0,0,0,828.045,0,0,0,0,563.970,0,0,0,0,2948.806,0,0,0,0,975.033,0,0,0,0,1166.308,0,0,0,0,1408.905,0,0,0,0,655.060,0,0,0,0,779.818,0,0,0,0,686.026,0,0,0,0,997.139,0,0,0,0,1678.535,0,0,0,0
563.970,3641.818,0,0,0,592.035,3240.009,0,0,0,574.812,1075.034,0,0,0,571.353,3641.818,0,0,0,2948.806,3154.872,0,0,0,595.928,975.033,0,0,0,1166.308,3452.020,0,0,0,828.045,1408.905,0,0,0,655.060,3324.534,0,0,0,779.818,1023.418,0,0,0,686.026,882.447,0,0,0,582.500,997.139,0,0,0,593.183,1678.535,0,0,0
539.474,563.970,3641.818,0,0,540.721,592.035,3240.009,0,0,574.812,1075.034,3350.144,0,0,563.970,571.353,3641.818,0,0,1543.949,2948.806,3154.872,0,0,551.073,595.928,975.033,0,0,1032.207,1166.308,3452.020,0,0,824.697,828.045,1408.905,0,0,655.060,839.458,3324.534,0,0,593.678,779.818,1023.418,0,0,686.026,882.447,952.603,0,0,582.500,997.139,1091.954,0,0,593.183,611.926,1678.535,0,0
535.024,539.474,563.970,3641.818,0,540.721,592.035,3240.009,3729.507,0,539.474,1075.034,3158.976,3350.144,0,541.384,571.353,1058.654,3641.818,0,1543.949,1853.781,2948.806,3154.872,0,551.073,595.928,625.209,975.033,0,637.401,1032.207,1166.308,3452.020,0,824.697,828.045,1408.905,1675.624,0,655.060,723.535,839.458,3324.534,0,574.812,593.678,779.818,1023.418,0,686.026,745.466,882.447,952.603,0,582.500,699.305,997.139,1091.954,0,563.970,593.183,611.926,1678.535,0
531.004,535.024,539.474,563.970,3641.818,540.721,592.035,3240.009,3420.461,3729.507,535.024,539.474,1075.034,3158.976,3350.144,541.384,571.353,1058.654,3234.338,3641.818,1543.949,1853.781,2948.806,3154.872,4064.505,551.073,595.928,625.209,975.033,3339.601,637.401,813.466,1032.207,1166.308,3452.020,824.697,828.045,1408.905,1675.624,2726.864,588.241,655.060,723.535,839.458,3324.534,541.806,574.812,593.678,779.818,1023.418,545.398,686.026,745.466,882.447,952.603,582.500,699.305,997.139,1091.954,1857.994,563.970,593.183,611.926,617.882,1678.535
529.493,531.004,535.024,539.474,563.970,540.721,592.035,2182.160,3240.009,3420.461,531.004,539.474,918.343,1075.034,3158.976,541.384,571.353,1058.654,2317.988,3234.338,1538.293,1543.949,1853.781,2948.806,3154.872,551.073,595.928,625.209,975.033,2357.137,637.401,813.466,1032.207,1166.308,3452.020,824.697,828.045,1408.905,1675.624,2726.864,588.241,655.060,723.535,839.458,1330.645,535.024,541.806,574.812,593.678,779.818,542.253,545.398,686.026,745.466,882.447,582.500,699.305,740.775,997.139,1091.954,543.422,563.970,593.183,611.926,617.882
529.493,531.004,535.024,539.474,563.970,540.721,544.534,592.035,2182.160,3240.009,531.004,539.474,742.654,918.343,1075.034,541.384,571.353,826.705,1058.654,2317.988,1538.293,1543.949,1853.781,2357.164,2948.806,551.073,590.515,595.928,625.209,975.033,637.401,813.466,839.439,1032.207,1166.308,824.697,828.045,1153.783,1408.905,1675.624,549.218,588.241,655.060,723.535,839.458,535.024,541.806,555.819,574.812,593.678,542.253,545.398,622.810,686.026,745.466,582.500,604.339,699.305,740.775,997.139,543.422,563.970,593.183,611.926,617.882
529.493,531.004,535.024,539.474,563.970,540.721,544.534,592.035,605.616,2182.160,531.004,539.474,581.760,742.654,918.343,541.384,571.353,826.705,1058.654,1147.240,949.886,1538.293,1543.949,1853.781,2357.164,543.379,551.073,590.515,595.928,625.209,637.401,813.466,839.439,848.367,1032.207,824.697,828.045,1153.783,1408.905,1582.592,549.218,588.241,655.060,723.535,839.458,535.024,536.692,541.806,555.819,574.812,542.253,545.398,622.810,686.026,686.532,582.500,604.339,681.775,699.305,740.775,543.422,563.970,593.183,611.926,617.882
529.493,531.004,535.024,539.474,563.970,536.757,544.534,592.035,605.616,808.697,531.004,539.474,581.760,742.654,918.343,541.384,571.353,826.705,993.306,1058.654,949.886,1003.538,1538.293,1543.949,1853.781,543.379,551.073,590.515,595.928,625.209,540.721,637.401,813.466,839.439,848.367,573.004,824.697,828.045,1153.783,1408.905,549.218,588.241,655.060,723.535,839.458,535.024,536.692,541.806,555.819,574.812,542.253,545.398,622.810,686.026,686.532,582.500,604.339,605.499,681.775,699.305,543.422,563.970,593.183,611.926,617.882
529.493,531.004,535.024,539.474,563.970,536.757,539.337,544.534,592.035,605.616,531.004,539.474,581.760,612.216,742.654,541.384,571.353,677.838,826.705,993.306,949.886,1003.538,1538.293,1543.949,1853.781,543.379,551.073,590.515,595.928,597.837,540.721,563.139,637.401,813.466,839.439,573.004,608.442,824.697,828.045,1153.783,549.218,588.241,655.060,723.535,751.879,534.978,535.024,536.692,541.806,555.819,542.253,545.398,622.810,686.026,686.532,582.500,604.339,605.499,681.775,686.706,543.422,563.970,593.183,611.926,617.882
529.493,531.004,535.024,539.474,563.970,529.946,536.757,539.337,544.534,592.035,531.004,534.597,539.474,581.760,612.216,541.384,571.353,677.838,826.705,988.067,945.506,949.886,1003.538,1538.293,1543.949,530.171,543.379,551.073,590.515,595.928,540.721,563.139,586.044,637.401,813.466,573.004,608.442,824.697,828.045,1153.783,549.218,588.241,655.060,723.535,751.879,534.978,535.024,536.692,541.806,555.819,542.253,545.398,622.810,686.026,686.532,582.500,604.339,605.499,681.775,686.706,543.422,563.970,593.183,611.926,617.882
